Complexity,Loss,Equation
1,2.438188,"1.8761919"
5,1.7041639,"exp(abs(x1 / x0))"
6,1.1954398,"exp(abs(tan(x1 / x0)))"
9,1.1518159,"exp(tan(x1 / (x0 + 1.7566861))) + -0.1258399"
17,1.1327983,"exp((x1 / x0) + ((abs((x1 / x0) + -0.72085136) + (x1 / x0)) + -0.72085136))"
19,1.1326933,"exp((x1 / x0) + ((abs((x1 / x0) + -0.72085136) + (x1 / (x0 - -0.010107548))) + -0.72085136))"
