Complexity,Loss,Equation
1,1.085754,"1.7018077"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
9,0.7417773,"(0.8648578 + ((x1 - 1.5303615) / x0)) / 0.79135627"
10,0.7292798,"sqrt((x1 / x0) - -0.7705272) + (x1 / x0)"
11,0.5374662,"(-0.46196145 / ((1.0644884 - x0) - (0.20677264 - x1))) - -1.4684138"
