ground_truth,DeepSR,pysr,kan
sqrt(x1/(x1-x2)),(-1.53429e-6*x1**3 + 3.19511e-6*x1**2*x2 + 0.00110355*x1**2 + 1.62597e-6*x1*x2**2 - 0.00225794*x1*x2 + 0.822926*x1 - 1.22058e-6*x2**3 - 0.000653532*x2**2 - 0.202787*x2 + 14.4091)/(x1 - x2 + (9*x1 + x2)/x1),sqrt(exp(x1 / (x0 + (-0.6749186 * x1)))),-0.0042*x_1 + 0.0099*x_2 + 1.6171 - 0.4694*exp(-0.1969*x_1) + 0.0003/(0.0681*x_1 - 0.6279)
