Complexity,Loss,Equation
1,1.085754,"1.7018096"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.82947683,"(x1 / x0) + 1.3931594"
6,0.75282496,"sqrt((x1 + 2.0650837) / 6.480875)"
9,0.6759763,"(((x1 / x0) + 0.005802074) / 0.4659309) - -0.61620814"
11,0.67047673,"((x1 - 4.1520247) / x0) + ((x1 / x0) + 0.8418785)"
