Complexity,Loss,Equation
1,1.085754,"1.7018096"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
7,0.71943605,"sqrt((x1 / sqrt(x0)) + 0.25280723)"
9,0.66268736,"((x1 / (x0 + 3.1792874)) / 0.3899084) + 0.51127243"
12,0.6621812,"((x1 + x1) / (x0 - (sqrt(x0) + -6.0004616))) + 0.72119236"
19,0.64182436,"(-0.97556263 / (-1.2745129 - (0.747559 / x0))) / ((x0 / ((x0 + (x1 + -1.5426054)) + -1.2569686)) - 0.27279794)"
