Complexity,Loss,Equation
1,1.085754,"1.7017422"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7928619,"(x1 / x0) + 1.201806"
7,0.75180477,"((x1 + x1) / x0) - -0.42991838"
8,0.7415142,"sqrt(x1 / sqrt(x0 - sqrt(x1)))"
9,0.6759763,"((x1 + (x1 / 0.87246895)) / x0) + 0.6287184"
12,0.6331233,"sqrt((x0 / (((x0 - -1.9799992) - x1) - -2.7742932)) / 0.6437808)"
14,0.61826,"sqrt(((x0 / (((x0 - -1.9586529) - x1) - -3.8155155)) - 0.41266054) / 0.4778756)"
