Complexity,Loss,Equation
1,1.085754,"1.7018131"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
7,0.7148458,"sqrt((x1 - -1.9679688) / sqrt(x0))"
9,0.6704768,"((x1 - (4.1546206 - x1)) / x0) + 0.84194666"
15,0.6595231,"(((x1 / x0) / 0.40106046) - sqrt((x1 / sqrt(x0)) / x0)) + 0.73129916"
