Complexity,Loss,Equation
1,2.4381878,"1.8762431"
4,1.7041639,"exp(x1 / x0)"
6,1.57236,"exp(x1 / x0) ^ 1.1269765"
8,1.4807681,"exp(abs(x1 / abs(x0 / -1.2773364)))"
10,1.417783,"exp(abs(abs(x1 / (x0 / 1.2773364)) ^ 1.1269765))"
11,1.0015082,"exp(abs((x1 / abs(abs(x0 / 1.2282584))) ^ 2.9537559))"
