Complexity,Loss,Equation
1,13.404496,"3.00354"
2,13.123151,"log(x0)"
3,12.967101,"x0 / 5.6623836"
4,3.9749882,"exp(3.0382576 - x1)"
5,0.0,"x0 / (x1 + 1.0)"
