Complexity,Loss,Equation
1,1.085754,"1.7018096"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7928618,"(x1 / x0) + 1.2018073"
8,0.7515587,"sqrt((x1 / -1.1946462) + (x1 - -0.41706666))"
9,0.66864836,"((x1 - 1.9435298) / (x0 / 2.1606865)) + 0.77058196"
11,0.65736085,"((x1 - 1.39342) / ((x0 / 2.6263309) - -2.2648113)) + 0.70494944"
