Complexity,Loss,Equation
1,13.404494,"3.003555"
2,13.123151,"log(x0)"
3,12.967101,"x0 * 0.17661056"
4,4.0847254,"x0 / exp(x1)"
5,0.0,"x0 / (x1 + 1.0)"
