Complexity,Loss,Equation
1,1.085754,"1.7018131"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7154764,"(x1 / 21.334908) + 0.8487693"
7,0.6759785,"((x1 / x0) - -0.2947667) / 0.46696013"
11,0.66871667,"((x1 + ((x1 + -3.1444924) / 0.8613946)) / x0) + 0.7403682"
13,0.66134334,"sqrt(0.5887722) + ((((x1 - sqrt(x1)) / x0) / 0.45488816) + 0.09218764)"
14,0.65230066,"((((x1 - sqrt(x1)) / x0) / 0.38926828) - (x1 - x1)) + 0.71807563"
