Complexity,Loss,Equation
1,13.404494,"3.0029294"
2,13.123151,"log(x0)"
3,12.967102,"x0 * 0.17660941"
4,4.0420575,"exp(2.976169 - x1)"
5,1.2885578e-11,"x0 / (x1 - -1.000001)"
13,1.4440062e-14,"exp((log(x0) + log(x0)) - log(x0 + (x0 * x1)))"
