Complexity,Loss,Equation
1,1.085754,"1.7018077"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
7,0.67597634,"((x1 / x0) + 0.2933456) / 0.4661686"
9,0.66959226,"((x1 + -1.710842) / (x0 / 2.1650853)) + 0.7742437"
15,0.63856465,"0.7748035 - (((x1 / x0) / -0.87677395) / (x0 / ((x0 + x1) - 1.5551088)))"
19,0.6035511,"((x0 - 0.16005749) / (x0 + (((x1 / (x0 - (x0 - -1.2813462))) - 0.01609093) + 2.3435616))) + 0.036320932"
