Complexity,Loss,Equation
1,2.438188,"1.8761914"
3,2.1863563,"x1 ^ 0.15904583"
4,1.7041639,"exp(x1 / x0)"
6,1.6219755,"exp((x1 / x0) - -0.121051386)"
8,1.4136541,"exp((x1 / x0) - -0.71217895) - 1.6288973"
10,1.1851106,"(0.25209802 ^ cos(x1 / (x0 * 0.51132053))) * 2.814714"
