Complexity,Loss,Equation
1,2.438188,"1.876191"
3,2.1748693,"x1 ^ 0.148509"
4,1.7041639,"exp(x1 / x0)"
6,1.6194133,"exp(0.16995755 + (x1 / x0))"
9,1.1687138,"abs(abs(exp(tan(x1 / x0)))) + -0.1634928"
15,1.1671344,"sin((0.99036044 ^ cos(x0)) / 0.16404286) + abs(abs(exp(tan(x1 / x0))))"
