Complexity,Loss,Equation
1,1.085754,"1.7018096"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
7,0.73332983,"sqrt((x1 + 0.3349388) / sqrt(x0))"
9,0.66405946,"((x1 / 0.43654525) / (x0 + 2.055155)) + 0.6263316"
