Complexity,Loss,Equation
1,12.72539,"0.5762736"
3,0.957981,"x0 - 3.8087833"
5,0.95798093,"(x0 - x1) - 3.4087834"
7,0.5480491,"(x0 - 3.914552) * (x3 - 0.17529514)"
