Complexity,Loss,Equation
1,2.4381878,"1.8762431"
3,2.1889696,"x1 ^ 0.13621691"
4,1.7041639,"exp(x1 / x0)"
5,1.1954398,"exp(tan(x1 / x0))"
7,1.1839707,"-0.28699866 + exp(tan(x1 / x0))"
10,1.1194514,"exp(abs(tan((x1 - 3.4654622) / x0))) ^ 1.1232582"
11,1.1141559,"(-0.28699866 + exp(abs(tan(abs(x1 / x0))))) ^ 1.0907304"
12,1.0112058,"(exp(tan(abs((x1 - 4.103582) / x0))) + -0.35105523) ^ 1.2523596"
