Complexity,Loss,Equation
1,2.438188,"1.8761914"
4,1.7041639,"exp(x1 / x0)"
5,1.1954398,"exp(tan(x1 / x0))"
13,0.84820086,"exp(tan(sin(tanh(x1 / ((x0 + 3.1971564) * 0.57436657)))) ^ 17.415148)"
