Complexity,Loss,Equation
1,15.682298,"x0"
3,3.0940626,"x0 / x2"
5,1.0917664,"-3.9191039 - (x0 * -1.0026072)"
7,0.71139294,"(-6.3661966 - (x0 * -1.5836023)) / x3"
