Complexity,Loss,Equation
1,1.0857542,"1.7018102"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
9,0.73403275,"((x1 + (x0 + x1)) + -1.5404811) / x0"
11,0.6773371,"(x0 + ((x1 + -7.3795233) + (x1 - 0.17532079))) / x0"
15,0.6704768,"((((x1 + -3.4135218) + (x1 + -2.0327847)) / x0) - (-1.2922816 / x0)) + 0.8419306"
18,0.66669846,"(x1 / (x0 - -5.1921415)) + (((x1 / x0) - 1.6424313) + sqrt((x1 / x0) - -5.2929068))"
