Complexity,Loss,Equation
1,1.085754,"1.7018096"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7928618,"(x1 / x0) + 1.2017998"
7,0.76679754,"((x1 + x1) + x0) / x0"
9,0.67926043,"(x1 / x0) + ((x1 / x0) - -0.7389621)"
11,0.6704768,"((x1 + (x0 + (x1 + -4.1465225))) / x0) + -0.15831624"
16,0.6372931,"(x0 / ((x0 + 4.147189) - ((x1 / 1.8364886) + sqrt(x1 + x1)))) + 0.1020432"
