r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.9999999999996965,1,0,x1/(x2 + 1),"div,x1,add,exp,sub,mul,x1,x2,1.0*x1*x2,x2",9.210497987876385e-26,9.210497987876385e-26,True
0.6650562654625977,1,0,1.11639305302163*exp(1.2682e-5*x1**3 - 4.21384e-6*x1**2*x2 - 0.0023402*x1**2 - 8.68857e-6*x1*x2**2 + 0.00110838*x1*x2 + 0.137751*x1 - 5.70007e-6*x2**3 + 0.00211423*x2**2 - 0.167889*x2)*exp(cos(x2*(x1 + exp(x1 + log(x1)/x1**2)))),"mul,exp,0.110103-0.167889*x2+0.137751*x1+0.00211423*x2**2+0.00110838*x1*x2-0.0023402*x1**2-5.70007e-06*x2**3-8.68857e-06*x1*x2**2-4.21384e-06*x1**2*x2+1.2682e-05*x1**3,exp,cos,mul,add,exp,add,div,div,log,x1,x1,x1,x1,x1,x2",0.2536453693083786,0.2536453693083786,False
0.6346111737172514,1,0,1.31251874856163*exp(1.38239e-5*x1**3 - 1.20169e-5*x1**2*x2 - 0.00249882*x1**2 - 1.07643e-5*x1*x2**2 + 0.00232884*x1*x2 + 0.1444*x1 - 9.02647e-6*x2**3 + 0.00283604*x2**2 - 0.239079*x2) + sin(x2 - log(log(2*x1**2 + x2))/x1),"sub,exp,sub,x1,-0.271948+0.239079*x2+0.8556*x1-0.00283604*x2**2-0.00232884*x1*x2+0.00249882*x1**2+9.02647e-06*x2**3+1.07643e-05*x1*x2**2+1.20169e-05*x1**2*x2-1.38239e-05*x1**3,sin,sub,div,log,log,add,x2,mul,add,x1,x1,x1,x1,x2",0.3315088261403213,0.3315088261403213,False
0.6325622241609699,1,0,1.38282291447831*exp(2.18968e-6*x1**2*x2 - 0.000200027*x1**2 - 1.47599e-5*x1*x2**2 + 0.000301673*x1*x2 + 0.050725*x1 - 1.01019e-5*x2**3 + 0.00342632*x2**2 - 0.1843*x2 - cos(log(x1 - exp(-x1 + x2)))),"exp,sub,0.324127-1.1843*x2+0.050725*x1+0.00342632*x2**2+0.000301673*x1*x2-0.000200027*x1**2-1.01019e-05*x2**3-1.47599e-05*x1*x2**2+2.18968e-06*x1**2*x2,sub,cos,log,sub,x1,exp,add,sub,x2,add,x1,x1,x1,x2",0.3374124485516391,0.3374124485516391,False
0.618065544777146,1,0,(0.00052894*x1**3 + 0.00693245*x1**2*x2 - 0.368646*x1**2 - 0.0294244*x1*x2**2 + 1.53188*x1*x2 - 5.65851*x1 + 0.0237165*x2**3 - 1.28486*x2**2 + 4.97967*x2 + 12.3364)/(1 - x1),"div,12.3364+4.97967*x2-5.65851*x1-1.28486*x2**2+1.53188*x1*x2-0.368646*x1**2+0.0237165*x2**3-0.0294244*x1*x2**2+0.00693245*x1**2*x2+0.00052894*x1**3,sub,cos,sub,x2,x2,x1",0.3818639058390413,0.3818639058390413,False
0.6128950305272811,1,0,-4.6575e-6*x1**3 + 0.000111351*x1**2*x2 - 0.000440457*x1**2 + 5.9414e-5*x1*x2**2 - 0.0279382*x1*x2 + 0.45915*x1 - 0.000247856*x2**3 + 0.0379784*x2**2 - 0.664718*x2 + cos(log(log(x1))) - exp(cos(E)) + 1.35525,"sub,sub,cos,log,log,x1,exp,cos,exp,div,x1,x1,-1.35525+0.664718*x2-0.45915*x1-0.0379784*x2**2+0.0279382*x1*x2+0.000440457*x1**2+0.000247856*x2**3-5.9414e-05*x1*x2**2-0.000111351*x1**2*x2+4.6575e-06*x1**3",0.39891952496148375,0.39891952496148375,False
0.6128950040196757,1,0,-2.77075e-6*x1**3 + 0.000111351*x1**2*x2 - 0.00100713*x1**2 + 5.9414e-5*x1*x2**2 - 0.0279382*x1*x2 + 0.686578*x1 - x1/log(x1) - 0.000247856*x2**3 + 0.0379784*x2**2 - 0.664718*x2 + 3.74891,"sub,3.74891-0.664718*x2+0.686578*x1+0.0379784*x2**2-0.0279382*x1*x2-0.00100713*x1**2-0.000247856*x2**3+5.9414e-05*x1*x2**2+0.000111351*x1**2*x2-2.77075e-06*x1**3,exp,sub,log,x1,log,log,x1",0.39891961410114585,0.39891961410114585,False
0.6128141580079846,1,0,-7.22562e-6*x1**3 + 0.000114034*x1**2*x2 - 2.00534e-5*x1**2 + 5.19887e-5*x1*x2**2 - 0.0279615*x1*x2 + 0.43078*x1 - 0.000248497*x2**3 + 0.0389678*x2**2 - 0.704407*x2 - sin(x2 - exp(x2)/(x1 + x2)) + cos(x2**2) + 2.15432,"add,cos,mul,x2,x2,sub,add,sin,sub,div,exp,x2,add,x1,x2,x2,2.15432+0.295593*x2+0.43078*x1+0.0389678*x2**2-0.0279615*x1*x2-2.00534e-05*x1**2-0.000248497*x2**3+5.19887e-05*x1*x2**2+0.000114034*x1**2*x2-7.22562e-06*x1**3,x2",0.3991915649489075,0.3991915649489075,False
0.6120578217160396,1,0,-1.92714e-5*x1**3 + 0.000126013*x1**2*x2 + 0.00180142*x1**2 + 5.23675e-5*x1*x2**2 - 0.0296972*x1*x2 + 0.36915*x1 - 0.00024938*x2**3 + 0.0388651*x2**2 - 0.641853*x2 - sin((x1 + exp(x2))*(x2 + exp(x1)) + exp(x2)) + 2.34489,"sub,2.34489-0.641853*x2+0.36915*x1+0.0388651*x2**2-0.0296972*x1*x2+0.00180142*x1**2-0.00024938*x2**3+5.23675e-05*x1*x2**2+0.000126013*x1**2*x2-1.92714e-05*x1**3,sin,add,exp,x2,mul,add,exp,x1,x2,add,x1,exp,x2",0.4017437188335336,0.4017437188335336,False
0.6116880881363534,1,0,0.138737724824861*exp(3.90443e-5*x1**3 + 2.00323e-6*x1**2*x2 - 0.00671102*x1**2 - 1.48671e-5*x1*x2**2 + 0.000332367*x1*x2 + 0.339856*x1 - 1.0079e-5*x2**3 + 0.00343405*x2**2 - 0.1854*x2 - sin(exp(x1*log(x1) - 2*x1)/x1**2)),"exp,sub,x2,sub,sin,div,div,exp,sub,sub,mul,log,x1,x1,x1,x1,x1,x1,-1.97517-1.1854*x2+0.339856*x1+0.00343405*x2**2+0.000332367*x1*x2-0.00671102*x1**2-1.0079e-05*x2**3-1.48671e-05*x1*x2**2+2.00323e-06*x1**2*x2+3.90443e-05*x1**3",0.40299659793782555,0.40299659793782555,False
0.611566395088999,1,0,(1.34187e-5*x1**3 - 0.000101522*x1**2*x2 - 0.00127391*x1**2 - 5.41698e-5*x1*x2**2 + 0.0254722*x1*x2 - 0.333264*x1 + 0.000225979*x2**3 - 0.0346262*x2**2 + 0.606046*x2 - sin(x1) - 2.36956)/cos(E),"div,sub,-2.36956+0.606046*x2-0.333264*x1-0.0346262*x2**2+0.0254722*x1*x2-0.00127391*x1**2+0.000225979*x2**3-5.41698e-05*x1*x2**2-0.000101522*x1**2*x2+1.34187e-05*x1**3,sin,x1,cos,exp,exp,mul,sub,x2,div,mul,x1,x2,x1,x1",0.4034097254101217,0.4034097254101217,False
