r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,nevals
1.000000000000000000e+00,1.000000000000000000e+00,4.997741058468818665e-02,5.442512035369873047e-01,1.738999938964843750e+01,1.576000022888183594e+01,-1.000000000000000000e+00,1.000000000000000000e+03,5.000000000000000000e+01,1.000000000000000000e+03,5.000000000000000000e+01,2.219553232192993164e+00,2.138710498809814453e+00,8.470000028610229492e-01,0.000000000000000000e+00,4.730369746685028076e-01,3.062932729721069336e+00,1.000000000000000000e+03
