Complexity,Loss,Equation
1,1.085754,"1.7018077"
3,0.8896371,"sqrt(sqrt(x1))"
5,0.7528869,"sqrt(x1 / sqrt(x0))"
6,0.7483401,"sqrt((x1 + 3.6476352) / 6.613203)"
7,0.7148336,"sqrt((x1 + 1.9199411) / sqrt(x0))"
11,0.66857314,"(((x1 + -1.9334941) / (x0 / 2.1462326)) + -0.058623664) - -0.8272825"
15,0.6531852,"(x1 / ((x0 / (3.893327 - (x0 / (x0 + 0.10038991)))) + 3.312922)) - -0.5931002"
18,0.6527059,"(x1 / (x0 / ((2.1488264 - ((x0 / x0) + (5.551188 / sqrt(x0)))) + 1.9935299))) - -0.62362635"
