Complexity,Loss,Equation
1,2.438188,"1.8761913"
5,2.255899,"sqrt(log(x1 + 1.6518183))"
6,2.1183248,"abs((x0 + x1) / x0)"
7,1.987244,"(0.54627824 ^ -0.4006204) + (x1 / x0)"
9,1.7294716,"(0.54627824 ^ -0.4006204) + abs(tan(x1 / x0))"
11,1.3930749,"(tan(x1 / x0) + tan(x1 / x0)) * 1.4236414"
16,1.0401998,"log(abs(tan(abs(abs(exp(tanh(((x1 * 0.50031614) - 4.8272963) / x0))))) + 1.0536824))"
